Size of Data, Degree of Sortedness, Bubble Runtime, Bubble Footprint, Selection Runtime, Selection Footprint, Insertion Runtime, Insertion Footprint, MergeSort Runtime, MergeSort Footprint, QuickSort Runtime, QuickSort Footprint
10110, 25989806, 9.78523022, 16.72656250, 4.57617282, 16.72656250, 4.51790772, 16.72656250, 0.35335520, 16.72656250, 0.28948560, 16.72656250
10210, 26528030, 10.11007910, 16.72656250, 4.52312202, 16.72656250, 4.51225880, 16.72656250, 0.35268848, 16.72656250, 0.30223014, 16.72656250
10310, 27072861, 9.97311594, 16.59843750, 4.59294640, 16.59843750, 4.83738836, 16.59843750, 0.34402508, 16.66718750, 0.29431240, 16.56640625
10410, 27651845, 10.15271862, 16.56953125, 4.90510078, 16.56953125, 4.73785462, 16.56953125, 0.33936878, 16.65625000, 0.28910270, 16.57031250
10510, 28137966, 10.21564694, 16.57031250, 5.21690228, 16.57031250, 5.12987002, 16.57031250, 0.34015086, 16.65625000, 0.28938910, 16.57031250
10610, 28793281, 10.38152600, 16.57421875, 4.90164706, 16.57421875, 4.91719718, 16.57421875, 0.36636484, 16.65625000, 0.30650792, 16.57421875
10710, 29345788, 10.96205062, 16.57421875, 5.00920968, 16.57421875, 5.04134670, 16.57421875, 0.36104398, 16.66406250, 0.30929550, 16.57421875
10810, 29833553, 10.89790682, 16.57421875, 5.07247364, 16.57421875, 5.12590706, 16.57421875, 0.35935518, 16.66796875, 0.29600406, 16.57421875
10910, 30320125, 11.43255696, 16.57734375, 5.17255626, 16.57734375, 5.16786298, 16.57734375, 0.35593798, 16.68750000, 0.29289222, 16.57812500
11010, 30808699, 11.54316984, 16.57812500, 5.26505074, 16.57812500, 5.29644226, 16.57812500, 0.34758260, 16.67968750, 0.29023348, 16.57812500
11110, 31239759, 11.41893808, 16.57812500, 5.36295762, 16.57812500, 5.32674344, 16.57812500, 0.35096330, 16.68359375, 0.29853360, 16.57812500
